original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2613,Plattsburgh,United States,44.69282,-73.45562,"Plattsburgh, NY, United States of America",,,,,,,,Plattsburgh,Clinton County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2614,Belmopan,Belize,17.250199,-88.770018,"Belmopan, Cayo District, Belize",,,,,,,,Belmopan,,Cayo District,,Belize,bz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2615,Himachal Pradesh,India,31.81676015,77.34932051968858,"Himachal Pradesh, India",,,,,,,,,,Himachal Pradesh,HP,India,in,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2616,Port Louis,Mauritius,-20.1624522,57.5028044,"Port Louis, Mauritius",,,,,Port Louis,,11317,Port Louis,,Port Louis,,Mauritius,mu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2617,Bolivar,Venezuela,8.1028532,-63.5469562,"Ciudad Bolivar 8001, Bolivar State, Venezuela",,,,,,,8001,Ciudad Bolivar,Municipio Heres,Bolivar State,,Venezuela,ve,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2618,Houten,Netherlands,52.0271433,5.1620637,"Houten, UT, Netherlands",,,,,,,,Houten,,Utrecht,UT,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2619,Risskov,Denmark,56.2017679,10.2419582,"Risskov, Aarhus, Central Denmark Region, Denmark",,,,Risskov,Risskov,,8240,Aarhus,,Central Denmark Region,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2620,Chakwal,Pakistan,32.932827,72.8629763,"Chakwal District, Chakwal, PB, Pakistan",Chakwal District,,,,Chakwal,,48800,Chakwal,Rawalpindi Division,Punjab,PB,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2621,Brazzaville,Congo,-4.2694407,15.2712256,"Brazzaville (municipality), Brazzaville (department), Congo-Brazzaville",,,,,,,,Brazzaville (municipality),,Brazzaville (department),,Congo-Brazzaville,cg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2622,Steyning,United Kingdom,50.8902203,-0.3302184,"Steyning, ENG, United Kingdom",,,,,,WSX,,Steyning,West Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2623,Greeley,United States,40.4233142,-104.7091322,"Greeley, CO, United States of America",,,,,,,,Greeley,Weld County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2624,Shaqra,Saudi Arabia,25.248333,45.252778,"Shaqra, Riyadh Region, Saudi Arabia",,,,,,,,Shaqra,,Riyadh Region,,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2625,Chakdara,Pakistan,34.6557106,72.0308093,"Chakdara 18800, Pakistan",,,,,Chakdara,,18800,Chakdara,Lower Dir District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2626,Oradea,Romania,47.0549163,21.9285231,"Oradea, Romania",,,,,,,,Oradea,Bihor,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2627,Laghouat,Algeria,33.8063518,2.8808616,"Laghouat, Algeria",,,,,,,,Laghouat,Laghouat District,Laghouat,,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2628,Annecy le Vieux,France,45.9191358,6.1420652,"Annecy-le-Vieux, Annecy, ARA, France",,,,Annecy-le-Vieux,,,74940,Annecy,Upper Savoy,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2629,Bures sur Yvette,France,48.6972179,2.1632719,"91440 Bures-sur-Yvette, France",,,,,,,91440,Bures-sur-Yvette,Essonne,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2630,San Mateo,United States,37.5629997,-122.3253265,"San Mateo, CA, United States of America",,,,,,,,San Mateo,San Mateo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2631,Phichit,Thailand,16.4428085,100.3438228,"Phichit, Phichit Province 66000, Thailand",,,,,Phichit,,66000,Phichit,,Phichit Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2632,East Java,Indonesia,-8.086424,112.5,"East Java, Indonesia",,,,,,,,East Java,Malang,East Java,,Indonesia,id,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2633,Diwaniyah,Iraq,31.9853304,44.9236266,"Al-Diwaniyah District, Al-Qadisiyah Governorate, Iraq",,,,,,,,Al-Diwaniyah District,,Al-Qadisiyah Governorate,,Iraq,iq,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2634,Wagga Wagga,Australia,-35.1152627,147.3677967,"Wagga Wagga, Wagga Wagga City Council, NSW, Australia",,,,Wagga Wagga,,,2650,Wagga Wagga City Council,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2635,Espoo,Finland,60.2047672,24.6568435,"Espoo, Mainland Finland, Finland",,,,,,,,Espoo,Uusimaa,Mainland Finland,,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2636,Muroran,Japan,42.3152461,140.9740731,"Muroran, Iburi Subprefecture, Japan",,,,,,,,Muroran,Hokkaido Prefecture,Iburi Subprefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2637,Rasht,Iran,37.2793607,49.5846102,"بخش مرکزی شهرستان رشت, Rasht, Gilan Province, Iran",بخش مرکزی شهرستان رشت,,,,,,,Rasht,Rasht County,Gilan Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2638,Madinah,Saudi Arabia,24.471153,39.6111216,"Medina 41419, Saudi Arabia",,,,,Medina,,41419,Medina,Al Madinah Al Munawwarah,Medina Province,,Saudi Arabia,sa,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2639,Kritipur,Nepal,27.68009445,85.2923253,"Nepal Bank Limited Kritipur Branch, TU road, Kirtipur, Kathmandu 44613, Nepal",Kirtipur-10,,TU road,Kirtipur,Nepal Bank Limited Kritipur Branch,,44613,Kirtipur Municipality,Kathmandu,Bagmati Province,,Nepal,np,0.675,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2640,Bannu,Pakistan,32.9857007,70.6036017,"Bannu 28100, Pakistan",,,,,Bannu,,28100,Bannu,Bannu District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2641,Douliou,Taiwan,23.7050525,120.5372523,"Douliu City, Taiwan",,,,,,,,Douliu City,Yunlin County,,,Taiwan,tw,0.6942857142857143,0.6942857142857143,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2642,Zhangzhou,China,24.5164639,117.6424895,"Xiangcheng District, Zhangzhou, Fujian, China",Xiangcheng District,,,,Zhangzhou,,363005,Zhangzhou,,Fujian,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2643,Thanh Hoa,Viet Nam,10.6563707,106.1805588,"Thanh Hoa, Long An Province, Vietnam",,,,,,,,Thanh Hoa,Thạnh Hóa District,Long An Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2644,Annapolis,United States,38.9786401,-76.492786,"Annapolis, MD, United States of America",,,,,,,,Annapolis,Anne Arundel County,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2645,Ardmore,United States,34.98485675,-86.83832518756499,"Ardmore, AL, United States of America",,,,,,,,Ardmore,Limestone County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2646,Bangkok 10300,Thailand,13.881591,100.644533,"Bangkok, Thailand",,,,,,,,Bangkok,Sai Mai,Bangkok,,Thailand,th,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2647,Zagazig,Egypt,30.5853431,31.5035127,"Al Zaqaziq, 44512, Egypt",,,,,Al Zaqaziq,,44512,Al Zaqaziq,,Eastern,,Egypt,eg,0.5785714285714286,0.5785714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2648,Murfreesboro,United States,35.8460396,-86.3921096,"Murfreesboro, TN, United States of America",,,,,,,,Murfreesboro,Rutherford County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2649,Chengalpattu,India,12.6840886,79.9836371,"Chengalpattu - 603001, TN, India",,,,,Chengalpattu,,603001,Chengalpattu,Chengalpattu,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2650,Datong,China,40.0919817,113.2951122,"Datong, Shanxi, China",,,,,,,,Datong,,Shanxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2651,Westcliff-on-Sea,United Kingdom,51.5428858,0.6859213,"Westcliff-on-Sea, Southend-on-Sea, ENG, United Kingdom",,,,Westcliff-on-Sea,Westcliff-on-Sea,ESS,SS0 8FL,Southend-on-Sea,Essex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2652,Ponzan,Poland,51.99605,19.488789,Poland,,,,,Poland,,,,,,,Poland,pl,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2653,San José,Costa Rica,9.9325427,-84.0795782,"Hospital (San José), 10103 Costa Rica",,,,,San José,,10103,San José,Cantón San José,,,Costa Rica,cr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2654,Newburgh,United Kingdom,57.3194088,-2.0036775,"Newburgh (Newburgh), AB41 6BL, United Kingdom",,,,,Newburgh,ABD,AB41 6BL,Newburgh,Aberdeenshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2655,Idlib,Syrian Arab Republic,35.9278306,36.6353017,"Idlib District, Idlib, Idlib Governorate, Syria",Idlib District,,,,Idlib,,,Idlib,,Idlib Governorate,,Syria,sy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2656,Frontier,Chile,-38.170501,-72.275724,Chile,,,,,Chile,,,,,,,Chile,cl,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2657,Venice,Italy,45.4371908,12.3345898,"30121-30176 Venice, Italy",,,,,,VE,30121-30176,Venice,Venezia,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2658,Ormskirk,United Kingdom,53.5673603,-2.8859603,"Ormskirk (West Lancashire), L39 2XN, United Kingdom",,,,,Ormskirk,LAN,L39 2XN,West Lancashire,Lancashire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2659,Hillah,Iraq,32.482245,44.4328131,"Al-Hillah District, Al Hillah, Babil Governorate, Iraq",Al-Hillah District,,,,Al Hillah,,51115,Al Hillah,,Babil Governorate,,Iraq,iq,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2660,Toowoomba,Australia,-27.5610193,151.953351,"Toowoomba QLD 4350, Australia",,,,,Toowoomba,,4350,Toowoomba,,Queensland,QLD,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2661,Hong Kong SAR,Hong Kong,22.381131,114.135572,"Hong Kong, Hong Kong Island, Hong Kong S.A.R.",,,,,,,,Hong Kong,Central and Western,Hong Kong Island,,Hong Kong S.A.R.,hk,0.6666666666666667,0.6666666666666667,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2662,Hong Kong S.A.R.,Hong Kong,22.381131,114.135572,"Hong Kong, Hong Kong Island, Hong Kong S.A.R.",,,,,,,,Hong Kong,Central and Western,Hong Kong Island,,Hong Kong S.A.R.,hk,0.7290000000000001,0.7290000000000001,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2663,Amiens,France,49.8941708,2.2956951,"Amiens, HDF, France",,,,,,,,Amiens,Somme,Hauts-de-France,HDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2664,Shimoga,India,13.9326093,75.574978,"Shivamogga - 577200, KA, India",,,,,Shivamogga,,577200,Shivamogga,Shivamogga taluk,Karnataka,KA,India,in,0.4666666666666667,0.4666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2665,"Khlong Toei, Bangkok",Thailand,13.7186733,100.560278,"Khlong Toei District, Bangkok, Thailand",,,,Khlong Toei District,,,,,,Bangkok,,Thailand,th,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2666,Bata Cabs,Malaysia,3.0869857,101.64825,"Bata, PJ Old Town, 46700 Petaling Jaya, Selangor, Malaysia",Petaling,,,PJ Old Town,Bata,,46700,Petaling Jaya,Petaling,Selangor,,Malaysia,my,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2667,El Tor,Egypt,28.23638,33.6254,"El-Tor, South Sinai, Egypt",,,,,,,,El-Tor,El-Tour,South Sinai,,Egypt,eg,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2668,Ponta Delgada,Portugal,37.7393398,-25.6689503,"Ponta Delgada, Portugal",,,,,,,,Ponta Delgada,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2669,Stirling,United Kingdom,56.1181242,-3.9360012,"Stirling, FK8 2DD, United Kingdom",,,,,Stirling,,FK8 2DD,Stirling,Stirlingshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2670,Ho Chi Hinh City,Viet Nam,10.7871354,106.70264887204848,"Ho Chi Minh City Television (HTV channels), District 1, Ho Chi Minh City, Vietnam",,,,District 1,Ho Chi Minh City Television (HTV channels),,,Ho Chi Minh City,,,,Vietnam,vn,0.675,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2671,Chidambaram,India,11.3994826,79.6909383,"Chidambaram - 608001, TN, India",,,,,Chidambaram,,608001,Chidambaram,Chidambaram,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2672,Frederiksberg,Denmark,55.678016,12.5326186,"Indre By, Frederiksberg, Denmark",Indre By,,,,Frederiksberg,,1861,Frederiksberg,,Capital Region of Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2673,"Wangmai District, Bangkok",Thailand,13.7461813,100.52959475363498,"Wang Mai, multipurpose sports ground, Pathum Wan District, Bangkok 10330, Thailand",,,multipurpose sports ground,Pathum Wan District,Wang Mai,,10330,Bangkok,,Bangkok,,Thailand,th,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2674,Saint-Quentin,France,49.8465253,3.2876843,"02100 Saint-Quentin, France",,,,,,,02100,Saint-Quentin,Aisne,Hauts-de-France,HDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2675,Thoothukudi,India,8.8052602,78.1452745,"Thoothukudi - 628001, TN, India",,,,,Thoothukudi,,628001,Thoothukudi,Thoothukkudi,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2676,"Thethi, Nagapattinam",India,10.8028956,79.8279356,"Thethi (Nagore) - 611002, TN, India",,,,,Thethi,,611002,Nagore,Nagapattinam,Tamil Nadu,TN,India,in,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2677,Huntsville,United States,34.729847,-86.5859011,"Huntsville, AL, United States of America",,,,,,,,Huntsville,Madison County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2678,Foshan,China,23.0239788,113.1159558,"Foshan, Guangdong Province, China",,,,,,,,Foshan,,Guangdong Province,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2679,Pakkred,Thailand,13.939039699999999,100.44883387128604,"98/156 Casa Ville Ratchaphurek-Chaengwattana Soi 41, Moo 5, Bangplub, Pakkred, Nonthaburi 11120, Bang Phlap Subdistrict, Nonthaburi Province 11120, Thailand",,,,Bang Phlap Subdistrict,"98/156 Casa Ville Ratchaphurek-Chaengwattana Soi 41, Moo 5, Bangplub, Pakkred, Nonthaburi 11120",,11120,Pak Kret District,,Nonthaburi Province,,Thailand,th,0.4666666666666667,0.4666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2680,Bacolod City,Philippines,8.1697263,123.8504977,"Bacolod (Ozamiz), 7200 Misamis Occidental, Philippines",,,,,Bacolod,,7200,Ozamiz,,Misamis Occidental,,Philippines,ph,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2681,Tacloban,Philippines,11.2436208,125.0079543,"Tacloban, 6500 Eastern Visayas, Philippines",,,,,,,6500,Tacloban,,Eastern Visayas,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2682,Sylhet,Bangladesh,24.89922,91.8685271,"Sylhet - 3100, Bangladesh",,,,,Sylhet,,3100,Sylhet,Sylhet Sadar Upazila,Sylhet Division,,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2683,Shahrood,Iran,36.41819,54.97628,"Emamshahr, Semnan, Iran",,,,,,,,Emamshahr,Shahrud,Semnan,,Iran,ir,0.675,0.675,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2684,Dimapur,India,25.911744,93.721703,"Dimapur - 797112, NL, India",,,,,Dimapur,,797112,Dimapur,Dimapur Sadar,Nagaland,NL,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2685,Abbottabad,Pakistan,34.1436136,73.2132747,"Abbottabad 22010, Pakistan",,,,,Abbottabad,,22010,Abbottabad,Abbottabad District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2686,Luliang,China,25.0314329,103.6622775,"Luliang, Yunnan, China",,,,,Luliang,,,Luliang,Luliang County,Yunnan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2687,Gliwice,Poland,50.294113,18.6657306,"Gliwice, Silesian Voivodeship, Poland",,,,,,,,Gliwice,Metropolis GZM,Silesian Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2688,Solna,Sweden,59.901454,18.3453011,"740 12 Solna, Sweden",,,,,Solna,,740 12,Solna,Uppsala County,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2689,Yaba,Nigeria,11.7792309,7.52042338277046,"Yaba, Katsina State, Nigeria",,,,,,,,Yaba,Malumfashi,Katsina State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2690,Rogaska Slatina,Slovenia,46.2329898,15.6384369,"3250 Rogaška Slatina, Slovenia",,,,,,,3250,Rogaška Slatina,,,,Slovenia,si,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2691,Dharan,Nepal,26.8128974,87.2839978,"Dharan, Koshi Province, Nepal",,,,,Dharan,,,Dharan,Sunsari,Koshi Province,,Nepal,np,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2692,Vinnytsia,Ukraine,49.2320162,28.467975,"Vinnytsia Raion, Vinnytsia, Vinnytsia Oblast, Ukraine",Vinnytsia Raion,,,,,,,Vinnytsia,,Vinnytsia Oblast,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2693,Ferozepur,India,30.6839733,76.3594033,"Ferozepur (Ferozepur), PB, India",,,,,Ferozepur,,,Ferozepur,Fatehgarh Sahib Tahsil,Punjab,PB,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2694,Buleleng,Indonesia,-8.1153337,115.1083287,"Indonesia (Indonesia) 81118, Bali, Indonesia",,,,,Indonesia,,81118,Indonesia,Buleleng,Bali,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2695,Durgapur,India,23.5350475,87.3380425,"Durgapur - 713200, WB, India",,,,,Durgapur,,713200,Durgapur,Faridpur Durgapur,West Bengal,WB,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2696,Silchar,India,24.829588,92.797148,"Silchar - 788014, AS, India",,,,,Silchar,,788014,Silchar,Silchar,Assam,AS,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2697,Moriguchi,Japan,34.746898,135.566663,"Moriguchi, Osaka Prefecture, Japan",,,,,,,,Moriguchi,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2698,Hyogo,Japan,34.4512228,135.7738924,"Hyogo, Takatori, Japan",Hyogo,,,,Hyogo,,635-0154,Takatori,Takaichi County,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2699,Nugegoda,Sri Lanka,6.8699688,79.8882835,"Nugegoda 10250, Sri Lanka",,,,,Nugegoda,,10250,Nugegoda,Colombo District,Western Province,,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2700,Bagla,India,23.4221803,75.6875181,"Bagla (Bagla), MP, India",,,,,Bagla,,,Bagla,Mahidpur Tahsil,Madhya Pradesh,MP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2701,"Hohhot, Inner Mongolia",China,40.8337963,111.6730788,"Hohhot City, Inner Mongolia, China",,,,,,,,Hohhot City,,Inner Mongolia,,China,cn,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2702,Siddipet,India,18.1017739,78.8520128,"Siddipet - 502103, TG, India",,,,,Siddipet,,502103,Siddipet,Siddipet_Urban mandal,Telangana,TG,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2703,Southport,Australia,-12.7227277,130.9484882,"Southport, Australia",,,,,,,,Southport,Litchfield Municipality,,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2704,Belem,Brazil,-1.45056,-48.4682453,"Belém, PA, Brazil",,,,,,,,Belém,Região Geográfica Intermediária de Belém,Pará,PA,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2705,,Guinea,10.7226226,-10.7083587,Guinea,,,,,,,,,,,,Guinea,gn,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2706,Nanaimo,Canada,49.163877,-123.938122,"Nanaimo, BC, Canada",,,,,,,,Nanaimo,Regional District of Nanaimo,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2707,Musanze,Rwanda,-1.4745061,29.56925798678055,"Musanze, Northern Province, Rwanda",,,,,,,,Musanze,Musanze,Northern Province,,Rwanda,rw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2708,Sungai,Malaysia,2.521947,113.833569,Malaysia,,,,,Malaysia,,,,,,,Malaysia,my,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2709,Latakia,Syrian Arab Republic,35.5200185,35.7781044,"Latakia District, Latakia, Latakia Governorate, Syria",Latakia District,,,,Latakia,,,Latakia,,Latakia Governorate,,Syria,sy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2710,Tartus,Syrian Arab Republic,34.8936225,35.885167,"Tartus District, Tartus, Tartus Governorate, Syria",Tartus District,,,,Tartus,,,Tartus,,Tartus Governorate,,Syria,sy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2711,Grosseto,Italy,42.7597261,11.1137389,"Grosseto, Tuscany, Italy",,,,,,GR,,Grosseto,Grosseto,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2712,San Donato Milanese,Italy,45.41807,9.27165,"20097 San Donato Milanese, Italy",,,,,,,20097,San Donato Milanese,Milan,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2713,Albacete,Spain,38.9950921,-1.8559154,"Albacete, Castile-La Mancha, Spain",,,,,,AB,,Albacete,Albacete,Castile-La Mancha,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2714,Arezzo,Italy,43.4628957,11.8781675,"Arezzo, Tuscany, Italy",,,,,,AR,,Arezzo,Arezzo,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2715,Bergamo,Italy,45.6944947,9.6698727,"24121-24129 Bergamo, Italy",,,,,,BG,24121-24129,Bergamo,Bergamo,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2716,Sophia Antipolis,France,43.6195225,7.0518158,"Sophia Antipolis, Valbonne, PAC, France",,,,Sophia Antipolis,Sophia Antipolis,,06560,Valbonne,Maritime Alps,Provence-Alpes-Côte d'Azur,PAC,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2717,Cremona,Italy,45.1334796,10.0248716,"26100 Cremona, Italy",,,,,,CR,26100,Cremona,Cremona,Lombardy,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2718,Valladolid,Spain,41.6521328,-4.728562,"Valladolid, Castile and León, Spain",,,,,,VA,,Valladolid,Valladolid,Castile and León,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2719,York City,United States,35.473554899999996,-97.52837588711839,"York, Oklahoma City, OK, United States of America",,,,York,York,,,Oklahoma City,Oklahoma County,Oklahoma,OK,United States,us,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2720,"Cinisello Balsamo, Milan",Italy,45.5586454,9.2141955,"20092 Cinisello Balsamo, Italy",,,,,,,20092,Cinisello Balsamo,Milan,Lombardy,,Italy,it,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
