,original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
188,188,University,United States,37.936437,-88.6094993,"University (University), IL, United States of America",,,University,,,,,University,Hamilton County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
189,189,Melbourne,United States,28.106471,-80.6371513,"Melbourne, FL, United States of America",,,,,,,,Melbourne,Brevard County,Florida,FL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,190,Giza,Egypt,29.9870753,31.2118063,"Giza, 12524, Egypt",,,Giza,,,12524,,Giza,,Giza,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,191,Detroit,United States,42.3315509,-83.0466403,"Detroit, MI, United States of America",,,,,,,,Detroit,Wayne County,Michigan,MI,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,192,Izmir,Turkey,38.4237433,27.1428019,"35240 Konak (Izmir), Turkey",,,Izmir,,,35240,,Izmir,Izmir,Aegean Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,193,Mersin,Turkey,36.7978381,34.6298391,"33060 Akdeniz (Mersin), Turkey",,,Mersin,,,33060,,Mersin,Mersin,Mediterranean Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,194,Ithaca,United States,42.4396039,-76.4968019,"Ithaca, NY, United States of America",,,,,,,,Ithaca,Tompkins County,New York,NY,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,195,Evanston,United States,42.0470043,-87.6846053,"Evanston, IL, United States of America",,,,,,,,Evanston,Cook County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
196,196,Gwangju,South Korea,35.1594647,126.8515034,"Gwangju, South Korea",,,,,,,,Gwangju,,,,South Korea,kr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
197,197,Oviedo,Spain,43.3618625,-5.8483581,"Oviedo, AS, Spain",,,,,O,,,Oviedo,Asturias,Asturias,AS,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
198,198,Porto Alegre,Brazil,-30.0324999,-51.2303767,"Porto Alegre, RS, Brazil",,,,,,,,Porto Alegre,Metropolitan Region of Porto Alegre,Rio Grande do Sul,RS,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,199,Orem,United States,40.2981599,-111.6944313,"Orem, UT, United States of America",,,,,,,,Orem,Utah County,Utah,UT,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,200,Sao Paulo,Brazil,-23.5506507,-46.6333824,"São Paulo, SP, Brazil",,,,,,,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
201,201,Bebek,Turkey,37.5326,38.258884,"Bebek, Adıyaman, Southeastern Anatolia Region, Turkey",,,Bebek,,,,,Adıyaman,Adıyaman,Southeastern Anatolia Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
202,202,Taipei,Taiwan,25.0375198,121.5636796,"Taipei, Taiwan",,,,,,,,Taipei,,,,Taiwan,tw,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,203,Dublin,Ireland,53.3493795,-6.2605593,"Dublin, L, Ireland",,,,,D,,,Dublin,County Dublin,Leinster,L,Ireland,ie,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,204,Ioannina,Greece,39.6639818,20.8522784,"Ioannina, Epirus and Western Macedonia, Greece",,,Ioannina,,,,,Ioannina,Ioannina Regional Unit,Epirus and Western Macedonia,,Greece,gr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
205,205,Jeddah,Saudi Arabia,21.5810088,39.1653612,"Jeddah 23434, Saudi Arabia",,,Jeddah,,,23434,,Jeddah,Governorate of Jidda,Makkah Region,,Saudi Arabia,sa,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,206,Ankara,Turkey,39.9207759,32.8540497,"06420 Çankaya (Ankara), Turkey",,,Ankara,,,06420,,Ankara,Ankara,Central Anatolia Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
207,207,Nashville,United States,36.1622767,-86.7742984,"Nashville, TN, United States of America",,,,,,,,Nashville,Davidson County,Tennessee,TN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
208,208,Vercelli,Italy,45.3251557,8.4227666,"13100 Vercelli, Italy",,,,,VC,13100,,Vercelli,Vercelli,Piedmont,,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,209,Columbus,United States,39.9622601,-83.0007065,"Columbus, OH, United States of America",,,,,,,,Columbus,Franklin County,Ohio,OH,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,210,Siena,Italy,43.3185536,11.3316533,"Siena, Tuscany, Italy",,,,,SI,,,Siena,Siena,Tuscany,,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,211,Tallahassee,United States,30.4380832,-84.2809332,"Tallahassee, FL, United States of America",,,,,,,,Tallahassee,Leon County,Florida,FL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
212,212,Santo Andre,Brazil,-23.6533509,-46.5279039,"Santo André, SP, Brazil",,,,,,,,Santo André,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,213,Zagreb,Croatia,45.8130967,15.9772795,"City of Zagreb, Croatia",,,,,,,,City of Zagreb,,,,Croatia,hr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,214,Louvain-la-Neuve,Belgium,50.6682012,4.6128839,"1348 Louvain-la-Neuve, Belgium",,,,,,1348,,Louvain-la-Neuve,Nivelles,Walloon Brabant,,Belgium,be,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
215,215,Manhattan,United States,39.1836082,-96.5716694,"Manhattan, KS, United States of America",,,,,,,,Manhattan,Riley County,Kansas,KS,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,216,Dolgoprudny,Russian Federation,55.9341491,37.5142417,"Dolgoprudny, Moscow Oblast, Russia",,,Dolgoprudny,,,,,Dolgoprudny,Dolgoprudny,Moscow Oblast,,Russia,ru,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
217,217,Boulder,United States,40.0149856,-105.270545,"Boulder, CO, United States of America",,,,,,,,Boulder,Boulder County,Colorado,CO,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
218,218,Yazd,Iran,31.8565792,54.3296297,"بخش مرکزی شهرستان یزد, Yazd, Yazd Province, Iran",بخش مرکزی شهرستان یزد,,,,,,,Yazd,Yazd County,Yazd Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,219,,Switzerland,46.7985624,8.2319736,Switzerland,,,,,,,,,,,,Switzerland,ch,1.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,220,Khon Kaen,Thailand,16.4303916,102.8355904,"Khon Kaen, Khon Kaen Province 40000, Thailand",,,Khon Kaen,,,40000,,Khon Kaen,,Khon Kaen Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,221,Uppsala,Sweden,59.8586126,17.6387436,"753 20 Uppsala, Sweden",,,Uppsala,,,753 20,,Uppsala,Uppsala County,,,Sweden,se,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
222,222,Stockholm,Sweden,59.3251172,18.0710935,"Stockholm, Sweden",,,,,,,,Stockholm,Stockholm County,,,Sweden,se,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,223,6th October,Egypt,29.9435383,30.9091724,"6th district, 6th of October, Giza, Egypt",,,6th district,,,12566,6th district,6th of October,,Giza,,Egypt,eg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
224,224,Karaman,Turkey,37.1808502,33.2194554,"Karaman, Central Anatolia Region, Turkey",,,,,,,,Karaman,Karaman,Central Anatolia Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
225,225,Hermosillo,Mexico,29.0948207,-110.9692202,"83140 Hermosillo, SON, Mexico",,,Hermosillo,,,83140,,Hermosillo,Hermosillo,Sonora,SON,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
226,226,Helwan,Egypt,29.8500001,31.333333,"Helwan, Cairo, 11421, Egypt",,,Helwan,,,11421,,Cairo,,Cairo,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,227,Saint Paul,United States,44.9497487,-93.0931028,"Saint Paul, MN, United States of America",,,,,,,,Saint Paul,Ramsey County,Minnesota,MN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,228,Santa Clara,United States,37.3541132,-121.955174,"Santa Clara, CA, United States of America",,,,,,,,Santa Clara,Santa Clara County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,229,Tha Sala,Thailand,14.7887884,100.6762989,"Tha Sala, Lop Buri Province 15000, Thailand",,,Tha Sala,,,15000,,Tha Sala,,Lop Buri Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
230,230,Songkla,Thailand,6.8790221,100.5498542,"Songkhla Province, Thailand",,,,,,,,,,Songkhla Province,,Thailand,th,0.354375,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,231,Nontaburi,Thailand,13.8428962,100.4937886,"Nonthaburi City Municipality, Nonthaburi Province 11000, Thailand",,,,,,11000,,Nonthaburi City Municipality,Mueang Nonthaburi District,Nonthaburi Province,,Thailand,th,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,232,Saarbrucken,Germany,49.234362,6.996379,"Saarbrücken, SL, Germany",,,,,,,,Saarbrücken,Regionalverband Saarbrücken,Saarland,SL,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
233,233,Thonburi,Thailand,13.732672,100.48997,"Thonburi, Bangkok, Thailand",,,,,,,,Thonburi,Thon Buri,Bangkok,,Thailand,th,1.0,1.0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
234,234,Kamphaeng Saen,Thailand,14.0026158,99.990904,"Kamphaeng Saen, Nakhon Pathom Province 73140, Thailand",,,Kamphaeng Saen,,,73140,,Kamphaeng Saen,,Nakhon Pathom Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235,235,Nay Pyi Taw,Myanmar,19.7540045,96.1344976,"Nay Pyi Taw, 15011, Myanmar",,,Nay Pyi Taw,,,15011,,Nay Pyi Taw,,Naypyitaw Union Territory,,Myanmar,mm,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,236,Boxmeer,Netherlands,51.6486483,5.9450972,"Boxmeer, NB, Netherlands",,,,,,,,Boxmeer,,North Brabant,NB,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,237,Wako,Japan,35.7817053,139.6058692,"Wako, Japan",,,,,,,,Wako,Saitama Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,238,Chiangmai,Thailand,18.7882778,98.9858802,"Saraphi District, Chiang Mai, Chiang Mai Province, Thailand",Saraphi District,,Chiang Mai,,,55520,,Chiang Mai,,Chiang Mai Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
239,239,Edinburgh,United Kingdom,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",,,,,,,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,240,Mitaka,Japan,35.685227,139.572916,"Mitaka, Japan",,,,,,,,Mitaka,,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
241,241,Garching bei Munchen,Germany,48.2513878,11.6509662,"85748 Garching bei München, Germany",,,,,,85748,,Garching bei München,Landkreis München,Bavaria,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,242,Hayama,Japan,35.2729088,139.5931769,"Hayama, 240-0112, Japan",,,,,,240-0112,,Hayama,Miura County,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
243,243,Amherst,United States,42.3731948,-72.5198761,"Amherst, MA, United States of America",,,,,,,,Amherst,Hampshire County,Massachusetts,MA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
244,244,Groningen,Netherlands,53.2190652,6.5680077,"Groningen, GR, Netherlands",,,,,,,,Groningen,,Groningen,GR,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,245,Kyoto,Japan,35.021041,135.7556075,"Kyoto, Japan",,,,,,,,Kyoto,Kyoto Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
246,246,Tucson,United States,32.2228765,-110.974847,"Tucson, AZ, United States of America",,,,,,,,Tucson,Pima County,Arizona,AZ,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
247,247,Sendai,Japan,38.2677554,140.8691498,"Sendai, Japan",,,,,,,,Sendai,Miyagi Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,248,Nanjing,China,24.5167811,117.3523949,"Nanjing, Fujian, China",,,Nanjing,,,,,Nanjing,Nanjing County,Fujian,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
249,249,Singapore City,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Singapore 039799, Singapore",,,Singapore Flyer,Raffles Avenue,,039799,Downtown Core,Singapore,Central,,,Singapore,sg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
250,250,Mainz,Germany,50.0012314,8.2762513,"Mainz, Rhineland-Palatinate, Germany",,,,,,,,Mainz,,Rhineland-Palatinate,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,251,Graz,Austria,47.0708678,15.4382786,"Graz, Styria, Austria",,,,,,,,Graz,,Styria,,Austria,at,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,252,Hanoi,Viet Nam,21.0283334,105.854041,"Hà Nội, Vietnam",,,,,,,,Hà Nội,,,,Vietnam,vn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,253,Serdang,Malaysia,5.2101277,100.6115907,"Bandar Baharu, Serdang, Kedah, Malaysia",Bandar Baharu,,Serdang,,,09800,,Serdang,,Kedah,,Malaysia,my,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
254,254,Hattiesburg,United States,31.3271189,-89.2903392,"Hattiesburg, MS, United States of America",,,,,,,,Hattiesburg,Forrest County,Mississippi,MS,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
255,255,Maha Sarakham,Thailand,16.1880948,103.2987346,"Maha Sarakham, Maha Sarakham Province, Thailand",,,Maha Sarakham,,,,,Maha Sarakham,,Maha Sarakham Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
256,256,Newcastle,United Kingdom,54.2118323,-5.8897216,"Newcastle, BT33 0AE, United Kingdom",,,Newcastle,,NMD,BT33 0AE,,Newcastle,County Down,Northern Ireland,NIR,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
257,257,,Georgia,41.6809707,44.0287382,Georgia,,,,,,,,,,,,Georgia,ge,1.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,258,Suez,Egypt,29.974498,32.537086,"Suez, 43515, Egypt",,,Suez,,,43515,,Suez,,Suez,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,259,Bloomington,United States,39.1670396,-86.5342881,"Bloomington, IN, United States of America",,,,,,,,Bloomington,Monroe County,Indiana,IN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,260,,United States,39.7837304,-100.445882,United States of America,,,,,,,,,,,,United States of America,us,1.0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,261,Krakow,Poland,50.0619474,19.9368564,"Krakow, Lesser Poland Voivodeship, Poland",,,,,,,,Krakow,,Lesser Poland Voivodeship,,Poland,pl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
262,262,Suita,Japan,34.764884,135.51735,"Suita, Osaka Prefecture, Japan",,,,,,,,Suita,,Osaka Prefecture,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,263,Cambridge,United Kingdom,52.2055314,0.1186637,"Cambridge, ENG, United Kingdom",,,,,CAM,,,Cambridge,Cambridgeshire,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,264,San Francisco,United States,37.7792588,-122.4193286,"San Francisco, CA, United States of America",,,,,,,,San Francisco,,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,265,Berkeley,United States,37.8708393,-122.272863,"Berkeley, CA, United States of America",,,,,,,,Berkeley,Alameda County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
266,266,Pitsanulok,Thailand,16.8195767,100.28413095,"Thailand Post, Mittraphap Road, Phitsanulok, Phitsanulok Province 65000, Thailand",,,Thailand Post,Mittraphap Road,,65000,,Phitsanulok,บึงพระ,Phitsanulok Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,267,Oakland,United States,37.8044557,-122.271356,"Oakland, CA, United States of America",,,,,,,,Oakland,Alameda County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,268,Songkhla Province,Thailand,6.8790221,100.5498542,"Songkhla Province, Thailand",,,,,,,,,,Songkhla Province,,Thailand,th,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
269,269,Lopburi,Thailand,14.8023289,100.6146858,"Lop Buri, Lop Buri Province, Thailand",,,Lop Buri,,,,,Lop Buri,,Lop Buri Province,,Thailand,th,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,270,Liverpool,United Kingdom,53.4071991,-2.99168,"yes, Liverpool, ENG, United Kingdom",yes,,,,,,,Liverpool,Liverpool City Region,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
271,271,Montreal,Canada,45.5031824,-73.5698065,"Montreal, QC, Canada",,,,,,,,Montreal,Urban agglomeration of Montreal,Quebec,QC,Canada,ca,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,272,Lyon,France,45.7578137,4.8320114,"Lyon, ARA, France",,,,,,,,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,273,Santiago,Chile,-33.4377756,-70.6504502,"Santiago, Santiago Metropolitan Region, Chile",,,,,,,,Santiago,Provincia de Santiago,Santiago Metropolitan Region,,Chile,cl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
274,274,Noordwijk aan Zee,Netherlands,52.2473908,4.4337384,"Noordwijk aan Zee, Noordwijk, ZH, Netherlands",Noordwijk,,Noordwijk aan Zee,,,2202 HV,Noordwijk aan Zee,Noordwijk,,South Holland,ZH,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
275,275,Munich,Germany,48.1371079,11.5753822,"Munich, Bavaria, Germany",,,,,,,,Munich,,Bavaria,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,276,Durham,United Kingdom,54.7770139,-1.5756205,"Durham, DH1 3NG, United Kingdom",,,Durham,,,DH1 3NG,,Durham,County Durham,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,277,Brighton,United Kingdom,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,Brighton,,ESX,BN1 1HH,,Brighton,East Sussex,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
278,278,Copenhagen,Denmark,55.6867243,12.5700724,"Indre By, Copenhagen, Denmark",Indre By,,Copenhagen,,,1357,,Copenhagen,,Capital Region of Denmark,,Denmark,dk,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
279,279,Wuhu,China,31.3536127,118.4277477,"Wuhu, Anhui, China",,,Wuhu,,,,,Wuhu,,Anhui,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
280,280,Valparaiso,Chile,-33.0458456,-71.6196749,"Valparaíso, Valparaiso Region, Chile",,,,,,,,Valparaíso,Provincia de Valparaíso,Valparaiso Region,,Chile,cl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281,281,Marseille,France,43.2961743,5.3699525,"13000 Marseille, France",,,,,,13000,,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PAC,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
282,282,Bonn,Germany,50.735851,7.10066,"Bonn, North Rhine-Westphalia, Germany",,,,,,,,Bonn,,North Rhine-Westphalia,,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
283,283,Leiden,Netherlands,52.1594747,4.4908843,"Leiden, ZH, Netherlands",,,,,,,,Leiden,,South Holland,ZH,Netherlands,nl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
284,284,Sheffield,United Kingdom,53.3806626,-1.4702278,"Sheffield, ENG, United Kingdom",,,,,,,,Sheffield,South Yorkshire,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
285,285,Biobio,Chile,-37.6036412,-72.2950816,"Mirador de Biobío, Mulchén, Biobío Region, Chile",,,Mirador de Biobío,,,,,Mulchén,Provincia de Bío-Bío,Biobío Region,,Chile,cl,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
286,286,Hefei,China,31.8228094,117.2218033,"Hefei, Anhui, China",,,,,,,,Hefei,,Anhui,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
287,287,Heidelberg,Germany,49.4093582,8.694724,"Heidelberg, BW, Germany",,,,,,,,Heidelberg,,Baden-Württemberg,BW,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
288,288,Wellington,New Zealand,-41.2887953,174.7772114,"Wellington 6011, New Zealand",,,Wellington,,,6011,,Wellington,Wellington City,Wellington,WGN,New Zealand,nz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
289,289,Ikoma,Japan,34.6915267,135.6961681,"Ikoma, Japan",,,,,,,,Ikoma,Nara Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
290,290,Kamogawa,Japan,35.1140584,140.098692,"Kamogawa, Japan",,,,,,,,Kamogawa,Chiba Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
291,291,Jinan,China,36.6507007,117.1140042,"Jinan, Shandong, China",,,,,,,,Jinan,,Shandong,,China,cn,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
292,292,Bucheon-si,South Korea,37.5014422,126.7660139,"Bucheon-si, South Korea",,,,,,,,Bucheon-si,Gyeonggi,,,South Korea,kr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
293,293,Tsukuba,Japan,36.0833265,140.077279,"Tsukuba, Japan",,,,,,,,Tsukuba,Ibaraki Prefecture,,,Japan,jp,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
294,294,Durham,United States,35.996653,-78.9018053,"Durham, NC, United States of America",,,,,,,,Durham,Durham County,North Carolina,NC,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
295,295,Honolulu,United States,21.304547,-157.855676,"Honolulu, HI, United States of America",,,Honolulu,,,,,Honolulu,Honolulu County,Hawaii,HI,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
296,296,Jackson,United States,32.2998686,-90.1830408,"Jackson, MS, United States of America",,,,,,,,Jackson,Hinds County,Mississippi,MS,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
297,297,Sydney,Australia,-33.8698439,151.2082848,"Sydney, NSW, Australia",,,,,,,,Sydney,,New South Wales,NSW,Australia,au,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
298,298,Ludwigshafen,Germany,47.8177978,9.056572,"78351 Ludwigshafen (Ludwigshafen), Germany",,,Ludwigshafen,,,78351,,Ludwigshafen,Landkreis Konstanz,Baden-Württemberg,BW,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
299,299,Kingston,United States,45.1969081,-94.3133199,"Kingston, MN, United States of America",,,,,,,,Kingston,Meeker County,Minnesota,MN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
