original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county,county_code,postcode,state_code,city,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
615,Zaandam,Netherlands,52.4424926,4.8298607,"Zaandam, NH, Netherlands",,,,,,,,,NH,Zaandam,North Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
616,Pessac,France,44.805615,-0.6308396,"33600 Pessac, France",,,,,,Gironde,,33600,NAQ,Pessac,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
617,Lusaka,Zambia,-15.4163395,28.2818414,"10101 Lusaka, Zambia",,,,,Lusaka,Lusaka District,,10101,,Lusaka,Lusaka Province,Zambia,zm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
618,Kampala,Uganda,0.3177137,32.5813539,"Kampala, Central Region, Uganda",,,,,,,,,,Kampala,Central Region,Uganda,ug,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
619,Harare,Zimbabwe,-17.831773,31.045686,"Harare, HA, Zimbabwe",,,,,Harare,Harare,,,HA,Harare,Harare,Zimbabwe,zw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
620,Samut Sakhon,Thailand,13.5497782,100.2742813,"Samut Sakhon, Samut Sakhon Province 74000, Thailand",,,,,Samut Sakhon,,,74000,,Samut Sakhon,Samut Sakhon Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
621,Lampang,Thailand,18.2899489,99.4958526,"Lampang, Lampang Province 14001, Thailand",,,,,Lampang,,,14001,,Lampang,Lampang Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
622,Atlanta,United States,33.7489924,-84.3902644,"Atlanta, GA, United States of America",,,,,,Fulton County,,,GA,Atlanta,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
623,Lamphun,Thailand,18.5776383,99.0069034,"Lamphun, Lamphun Province 51000, Thailand",,,,,Lamphun,,,51000,,Lamphun,Lamphun Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
624,Johnson,United States,45.5729819,-96.2951169,"Johnson, MN, United States of America",,,,,,Big Stone County,,,MN,Johnson,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
625,Phetchabun,Thailand,16.418027,101.1556825,"Phetchabun, Phetchabun Province 67000, Thailand",,,,,Phetchabun,,,67000,,Phetchabun,Phetchabun Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
626,Chum Phae,Thailand,16.5400365,102.102223,"Chum Phae, Khon Kaen Province 40130, Thailand",,,,,Chum Phae,,,40130,,Chum Phae,Khon Kaen Province,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
627,Silver Spring,United States,38.9959461,-77.0276231,"Silver Spring, MD, United States of America",,,,,Silver Spring,Montgomery County,,,MD,Silver Spring,Maryland,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
628,Busan,South Korea,35.1799528,129.0752365,"Busan, South Korea",,,,,,,,,,Busan,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
629,Cheonan,South Korea,36.8150283,127.1140654,"Cheonan-si, South Korea",,,,,,South Chungcheong,,,,Cheonan-si,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
630,East Lansing,United States,42.7320307,-84.4721678,"East Lansing, MI, United States of America",,,,,,Ingham County,,,MI,East Lansing,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
631,Falmouth,United States,41.5514979,-70.6147519,"Barnstable County (Falmouth), MA, United States of America",,,,,,,,,MA,Falmouth,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
632,Saint-Jean-d'Illac,France,44.8101856,-0.7815257,"33127 Saint-Jean-d'Illac, France",,,,,,Gironde,,33127,NAQ,Saint-Jean-d'Illac,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
633,Talence,France,44.8088438,-0.5879629,"33400 Talence, France",,,,,,Gironde,,33400,NAQ,Talence,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
634,Nijmegen,Netherlands,51.8474946,5.8637771,"Nijmegen, GE, Netherlands",,,,,,,,,GE,Nijmegen,Gelderland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
635,Stoke-on-Trent,United Kingdom,53.0162014,-2.1812607,"Stoke-on-Trent, ENG, United Kingdom",,,,,,,,,ENG,Stoke-on-Trent,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
636,Viseu,Portugal,40.6574713,-7.9138664,"Viseu, Portugal",,,,,,Viseu,,,,Viseu,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
637,Berlin,Germany,52.5170365,13.3888599,"Berlin, Germany",,,,,,,,,,Berlin,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
638,Harrow,United Kingdom,51.581091,-0.337475,"Harrow, HA1 1LG, United Kingdom",,,,,Harrow,Greater London,,HA1 1LG,ENG,Harrow,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
639,,Portugal,39.6621648,-8.1353519,Portugal,,,,,,,,,,,,Portugal,pt,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
640,,United Kingdom,54.7023545,-3.2765753,United Kingdom,,,,,,,,,,,,United Kingdom,gb,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
641,Leiria,Portugal,39.7437902,-8.8071119,"Leiria, Portugal",,,,,,Leiria,,,,Leiria,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
642,Luxembourg,Luxembourg,49.6112768,6.129799,Luxembourg,,,,,,Canton Luxembourg,,,,Luxembourg,,Luxembourg,lu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
643,Frankfurt am Main,Germany,50.1106444,8.6820917,"Frankfurt, Hesse, Germany",,,,,,,,,,Frankfurt,Hesse,Germany,de,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
644,Poitiers,France,46.5802596,0.340196,"86000 Poitiers, France",,,,,,Vienne,,86000,NAQ,Poitiers,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
645,Tubingen,Germany,48.5236164,9.0535531,"Tübingen, BW, Germany",,,,,,Landkreis Tübingen,,,BW,Tübingen,Baden-Württemberg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
646,Kathmandu,Nepal,27.708317,85.3205817,"Kathmandu, Bagmati Province 46000, Nepal",,,,,Kathmandu,Kathmandu,,46000,,Kathmandu,Bagmati Province,Nepal,np,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
647,Isehara,Japan,35.4023968,139.2996106,"Isehara, Japan",,,,,,Kanagawa Prefecture,,,,Isehara,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
648,Phutthamonthon,Thailand,13.8012211,100.3243455,"Sala Ya, Nakhon Pathom Province 73170, Thailand",,,,,Sala Ya,Tha Talat,,73170,,Sala Ya,Nakhon Pathom Province,Thailand,th,0.2857142857142857,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
649,Claremont,United States,43.3727579,-72.3382504,"Claremont, NH, United States of America",,,,,,Sullivan County,,,NH,Claremont,New Hampshire,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
650,Shenzhen,China,22.5445741,114.0545429,"Shenzhen, Guangdong Province, China",,,,,,,,,,Shenzhen,Guangdong Province,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
651,Guelph,Canada,43.5460516,-80.2493276,"Guelph, ON, Canada",,,,,,,,,ON,Guelph,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
652,Palma,Spain,39.5695818,2.6500745,"Palma, Balearic Islands, Spain",,,,,,,,,,Palma,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
653,Nomi,Japan,36.4392262,136.5424414,"Nomi, Japan",,,,,,Ishikawa Prefecture,,,,Nomi,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
654,Leicester,United Kingdom,52.6362,-1.1331969,"Leicester, LE1 5YA, United Kingdom",,,,,Leicester,Leicestershire,LEC,LE1 5YA,ENG,Leicester,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
655,Zallaq,Bahrain,26.0484553,50.4869845,"Zallaq 902, Bahrain",,,,,Zallaq,,,902,,Zallaq,Southern Governorate,Bahrain,bh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
656,Waalre,Netherlands,51.3856734,5.466115689689311,"Waalre, NB, Netherlands",,,,,,,,,NB,Waalre,North Brabant,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
657,Cardiff,United Kingdom,51.4816546,-3.1791934,"Cardiff, CF10 2AF, United Kingdom",,,,,Cardiff,Cardiff,CRF,CF10 2AF,WLS,Cardiff,Wales,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
658,Vientiane,Laos,17.9640988,102.6133707,"Vientiane Capital, Vientiane Prefecture, Laos",,,,,,Chanthabuly District,,,,Vientiane Capital,Vientiane Prefecture,Laos,la,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
659,Gold Coast,Australia,-28.0023731,153.4145987,"Gold Coast City, QLD, Australia",,,,,,,,,QLD,Gold Coast City,Queensland,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
660,North Chicago,United States,42.327724,-87.8394189,"North Chicago, IL, United States of America",,,,,,Lake County,,,IL,North Chicago,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
661,Daejeon,South Korea,36.3497007,127.3849016,"Daejeon, South Korea",,,,,,,,,,Daejeon,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
662,Hiroshima,Japan,34.3917241,132.4517589,"Hiroshima, Japan",,,,,,Hiroshima Prefecture,,,,Hiroshima,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
663,Beni Suef,Egypt,29.0729812,31.0982562,"Beni Suef, 62513, Egypt",,,,,Beni Suef,,,62513,,Beni Suef,Bani Sweif,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
664,Bremerhaven,Germany,53.5505392,8.5851945,"Bremerhaven, Free Hanseatic City of Bremen, Germany",,,,,,,,,,Bremerhaven,Free Hanseatic City of Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
665,,Bulgaria,42.6073975,25.4856617,Bulgaria,,,,,,,,,,,,Bulgaria,bg,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
666,Munster,Germany,52.9877613,10.0859882,"29633 Munster, Germany",,,,,,Heidekreis,,29633,,Munster,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
667,Villejuif,France,48.7921098,2.3633048,"94800 Villejuif, France",,,,,,Val-de-Marne,,94800,IDF,Villejuif,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
668,Reims,France,49.2577886,4.031926,"51100 Reims, France",,,,,,Marne,,51100,GES,Reims,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
669,Hradec Kralove,Czech Republic,50.2092113,15.8327512,"Hradec Králové, Northeast, Czechia",,,,,,Královéhradecký kraj,,,,Hradec Králové,Northeast,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
670,Tours,France,47.3900474,0.6889268,"Tours, CVL, France",,,,,,Indre-et-Loire,,,CVL,Tours,Centre-Val de Loire,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
671,Roche sur Yon,France,46.6705431,-1.4269698,"85000 La Roche-sur-Yon, France",,,,,,Vendée,,85000,PDL,La Roche-sur-Yon,Pays de la Loire,France,fr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
672,Bordeaux,France,44.841225,-0.5800364,"Bordeaux, NAQ, France",,,,,,Gironde,,,NAQ,Bordeaux,Nouvelle-Aquitaine,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
673,Fargo,United States,46.877229,-96.789821,"Fargo, ND, United States of America",,,,,,Cass County,,,ND,Fargo,North Dakota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
674,Bowling Green,United States,41.3747744,-83.6513229,"Bowling Green, OH, United States of America",,,,,,Wood County,,,OH,Bowling Green,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
675,Andong,South Korea,36.5634886,128.7260798,"Andong-si, South Korea",,,,,,North Gyeongsang,,,,Andong-si,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
676,Tainan,Taiwan,22.9912348,120.184982,"Tainan, Taiwan",,,,,,,,,,Tainan,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
677,New Haven,United States,41.3082138,-72.9250518,"New Haven, CT, United States of America",,,,,,South Central Connecticut Planning Region,,,CT,New Haven,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
678,Okazaki,Japan,34.950974,137.260842,"Okazaki, Japan",,,,,,Aichi Prefecture,,,,Okazaki,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
679,Memphis,United States,35.1460249,-90.0517638,"Memphis, TN, United States of America",,,,,,Shelby County,,,TN,Memphis,Tennessee,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
680,Bethlehem,United States,40.6178915,-75.3786521,"Bethlehem, PA, United States of America",,,,,,Northampton County,,,PA,Bethlehem,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
681,Greenfield,United States,41.3049135,-94.4610389,"Greenfield, IA, United States of America",,,,,,Adair County,,,IA,Greenfield,Iowa,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
682,Nam Dinh,Viet Nam,20.4232641,106.1688515,"Nam Định, Nam Định Province 42000, Vietnam",,,,,,,,42000,,Nam Định,Nam Định Province,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
683,Phisanulok,Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
684,Konkaen,Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
685,Menlo Park,United States,37.4519671,-122.177992,"Menlo Park, CA 94025, United States of America",,,,,,San Mateo County,,94025,CA,Menlo Park,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
686,Plzen,Czech Republic,49.74633155,13.378013301889663,"Plzeň, Pilsen, Southwest, Czechia",,,,Plzeň,,Plzeňský kraj,,,,Pilsen,Southwest,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
687,Cleveland,United States,41.4996574,-81.6936772,"Cleveland, OH, United States of America",,,,,,Cuyahoga County,,,OH,Cleveland,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
688,Gyongyos,Hungary,47.7799838,19.9291176,"Gyöngyös, North Hungary, Hungary",,,,,,Heves,,,,Gyöngyös,North Hungary,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
689,,Japan,36.5748441,139.2394179,Japan,,,,,,,,,,,,Japan,jp,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
690,Augusta,United States,33.4709714,-81.9748429,"Augusta, GA, United States of America",,,,,,Richmond County,,,GA,Augusta,Georgia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
691,Basel,Switzerland,47.5581077,7.5878261,"Basel, Basel-City, Switzerland",,,,,,,,,,Basel,Basel-City,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
692,Meldola,Italy,44.1267212,12.0611527,"47014 Meldola, Italy",,,,,,Forlì-Cesena,FC,47014,EMI,Meldola,Emilia-Romagna,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
693,Tel Hashomer tel Aviv,Israel,32.0468815,34.8447686,"Tel HaShomer, Ramat Gan, Tel-Aviv District, Israel",,,,Tel HaShomer,Tel HaShomer,Tel Aviv Subdistrict,,5262657,,Ramat Gan,Tel-Aviv District,Israel,il,0.75,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
694,Tel Aviv-Yafo,Israel,32.0852997,34.7818064,"Tel-Aviv, Tel-Aviv District, Israel",,,,,,Tel Aviv Subdistrict,,,,Tel-Aviv,Tel-Aviv District,Israel,il,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
695,Duarte,United States,34.1394513,-117.9772873,"Duarte, CA 91010, United States of America",,,,,,Los Angeles County,,91010,CA,Duarte,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
696,Toulouse,France,43.6044622,1.4442469,"Toulouse, OCC, France",,,,,,Haute-Garonne,,,OCC,Toulouse,Occitania,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
697,Yilan,Taiwan,24.7519538,121.7533344,"Yilan City, Taiwan",,,,,,Yilan County,,,,Yilan City,,Taiwan,tw,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
698,Fort Lauderdale,United States,26.1223084,-80.1433786,"Fort Lauderdale, FL, United States of America",,,,,,Broward County,,,FL,Fort Lauderdale,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
699,Cincinnati,United States,39.1014537,-84.5124602,"Cincinnati, OH, United States of America",,,,,,Hamilton County,,,OH,Cincinnati,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
700,El Paso,United States,31.7550511,-106.488234,"El Paso, TX, United States of America",,,,,,El Paso County,,,TX,El Paso,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
701,Reston,United States,38.9583737,-77.3579805,"Reston, VA, United States of America",,,,,Reston,Fairfax County,,,VA,Reston,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
702,Frederick,United States,40.13488395,-104.99362487575289,"Frederick, CO, United States of America",,,,,,Weld County,,,CO,Frederick,Colorado,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
703,Amphoe Khlong Luang,Thailand,13.9616386,100.51427889721532,"The Tree Avenue, 99/99 หมู่ 7 ถนนกรุงเทพ-ปทุมธานี ตำบลบางคูวัต,อำเภอเมือง, Amphoe Mueang Pathum Thani,Chang Wat Pathum Thani 12000, 307, Bang Khu Wat Subdistrict, Pathum Thani Province 12000, Thailand",,"99/99 หมู่ 7 ถนนกรุงเทพ-ปทุมธานี ตำบลบางคูวัต,อำเภอเมือง, Amphoe Mueang Pathum Thani,Chang Wat Pathum Thani 12000",307,,The Tree Avenue,Mueang Pathum Thani District,,12000,,Bang Khu Wat Subdistrict,Pathum Thani Province,Thailand,th,0.19230769230769232,0.19230769230769232,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
704,Gifu,Japan,35.4230949,136.7627526,"Gifu, Japan",,,,,,Gifu Prefecture,,,,Gifu,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
705,Hikone,Japan,35.254276,136.215376,"Hikone, Japan",,,,,,Shiga Prefecture,,,,Hikone,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
706,Urbana,United States,40.1117174,-88.207301,"Urbana, IL, United States of America",,,,,,Champaign County,,,IL,Urbana,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
707,Auburn,United States,32.6098566,-85.4807825,"Auburn, AL, United States of America",,,,,,Lee County,,,AL,Auburn,Alabama,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
708,Tai'an,China,36.2002968,117.0809316,"271000 Shandong, China",,,,,,,,271000,,Tai'an,Shandong,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
709,Xiamen,China,36.2598076,102.5705794,"Xiamen, Qinghai, China",,,,,Xiamen,Minhe Hui and Tu Autonomous County,,,,Xiamen,Qinghai,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
710,Anseong,South Korea,37.007773,127.279971,"Anseong-si, South Korea",,,,,,Gyeonggi,,,,Anseong-si,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
711,Kumamoto,Japan,32.7833323,130.7333361,"Kumamoto, 860-8601, Japan",,,,,,Kumamoto Prefecture,,860-8601,,Kumamoto,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
712,Fairfield,United States,38.2493581,-122.039966,"Fairfield, CA, United States of America",,,,,,Solano County,,,CA,Fairfield,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
713,Volos,Greece,39.3624833,22.9401864,"Volos Municipality, Thessaly and Central Greece, Greece",,,,,,Regional Unit of Magnesia,,,,Volos Municipality,Thessaly and Central Greece,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
714,Denton,United States,33.2150386,-97.1330516,"Denton, TX, United States of America",,,,,,Denton County,,,TX,Denton,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
715,New Cairo,Egypt,30.0277688,31.4756825,"New Cairo City, Cairo, Egypt",,,,,,,,,,New Cairo City,Cairo,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
716,Armidale,Australia,-30.5144881,151.6656564,"Armidale NSW 2350, Australia",,,,,,,,2350,NSW,Armidale,New South Wales,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
717,Leipzig,Germany,51.3406321,12.3747329,"Leipzig, Saxony, Germany",,,,,,,,,,Leipzig,Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
718,Dayton,United States,39.7589478,-84.1916069,"Dayton, OH, United States of America",,,,,,Montgomery County,,,OH,Dayton,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
719,Higashihiroshima,Japan,34.42683,132.741552,"Higashi Hiroshima, Japan",,,,,,Hiroshima Prefecture,,,,Higashi Hiroshima,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
720,Juba,South Sudan,4.8459246,31.5959173,"Juba City, EC, South Sudan",,,,,,Juba,,,EC,Juba City,Central Equatoria,South Sudan,ss,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
721,Great Yarmouth,United Kingdom,52.6071742,1.7314845,"yes, Great Yarmouth, ENG, United Kingdom",yes,,,,,Norfolk,NFK,,ENG,Great Yarmouth,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
722,Dresden,Germany,51.0493286,13.7381437,"Dresden, Saxony, Germany",,,,,,,,,,Dresden,Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
723,Wurzburg,Germany,49.7933723,9.9309779,"Würzburg, Bavaria, Germany",,,,,,,,,,Würzburg,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
724,Lahore,Pakistan,31.5656822,74.3141829,"Lahore District, Lahore, PB, Pakistan",Lahore District,,,,Lahore,,,54500,PB,Lahore,Punjab,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
725,Delft,Netherlands,52.0114017,4.35839,"Delft, ZH, Netherlands",,,,,,,,,ZH,Delft,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
726,Freiburg im Breisgau,Germany,47.9960901,7.8494005,"Freiburg im Breisgau, BW, Germany",,,,,,,,,BW,Freiburg im Breisgau,Baden-Württemberg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
727,Laxenburg,Austria,48.0686831,16.3561206,"2361 Laxenburg (Gemeinde Laxenburg), Austria",,,,,Laxenburg,Bezirk Mödling,,2361,,Gemeinde Laxenburg,Lower Austria,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
728,Utrecht,Netherlands,52.0907006,5.1215634,"Utrecht, UT, Netherlands",,,,,,,,,UT,Utrecht,Utrecht,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
729,Cerdanyola del Valles,Spain,41.4910324,2.1374969,"08193 Cerdanyola del Vallès, Spain",,,,,,Vallès Occidental,B,08193,,Cerdanyola del Vallès,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
730,Uji,Japan,34.9076565,135.8153009596323,"Uji, Japan",,,,,,Kyoto Prefecture,,,,Uji,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
731,Nantes,France,47.2186371,-1.5541362,"Nantes, PDL, France",,,,,,Loire-Atlantique,,,PDL,Nantes,Pays de la Loire,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
732,Chemnitz,Germany,50.8323531,12.918914,"Chemnitz, Saxony, Germany",,,,,,,,,,Chemnitz,Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
