original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,street,housenumber,name,postcode,suburb,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1613,Lorenskog,Norway,59.8970034,10.966914823844895,"Lørenskog, Norway",,,,,,,Lørenskog,Akershus,,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1614,Bangka Belitung,Indonesia,-0.0789745,109.352238,"Pontianak Tenggara, Pontianak, West Kalimantan, Indonesia",,,,,,Pontianak Tenggara,Pontianak,,,West Kalimantan,,Indonesia,id,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1615,Zanjan,Iran,36.6701767,48.5035293,"بخش مرکزی, Zanjan, Zanjan Province, Iran",,,,,,بخش مرکزی,Zanjan,Zanjan County,,Zanjan Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1616,Reduit,Mauritius,-20.2322184,57.4981579,"Reduit, Moka, Mauritius",,,Reduit,80813,Reduit,,Moka,,,Moka,,Mauritius,mu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1617,Evergreen,United States,31.4334994,-86.9569176,"Evergreen, AL 36401, United States of America",,,,36401,,,Evergreen,Conecuh County,,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1618,Toyoake,Japan,35.05936,137.013714,"Toyoake, 470-1141, Japan",,,,470-1141,,,Toyoake,Aichi Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1619,Loughborough,United Kingdom,52.7723859,-1.2077985,"Loughborough (Charnwood), LE11 5BJ, United Kingdom",,,Loughborough,LE11 5BJ,,,Charnwood,Leicestershire,LEC,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1620,The Woodlands,United States,30.1734194,-95.504686,"The Woodlands, TX, United States of America",,,,,,,The Woodlands,Montgomery County,,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1621,Neuss,Germany,51.1981778,6.6916476,"Rhein-Kreis Neuss, Neuss, North Rhine-Westphalia, Germany",,,,,,Rhein-Kreis Neuss,Neuss,,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1622,Damascus,Syrian Arab Republic,33.5130695,36.3095814,"Damascus, Damascus Governorate, Syria",,,Damascus,,,,Damascus,Damascus,,Damascus Governorate,,Syria,sy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1623,Lyngby,Denmark,55.8429473,9.1954544,"Lyngby (Lyngby), Region of Southern Denmark, Denmark",,,Lyngby,,,,Lyngby,,,Region of Southern Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1624,Purwokerto,Indonesia,-7.4279011,109.2408501,"Purwokerto 53116, Central Java, Indonesia",,,Purwokerto,53116,,,Purwokerto,Banyumas,,Central Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1625,Kalamazoo,United States,42.291707,-85.5872286,"Kalamazoo, MI, United States of America",,,,,,,Kalamazoo,Kalamazoo County,,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1626,Drammen,Norway,59.6964936,10.175641950012762,"Drammen, Norway",,,,,,,Drammen,Buskerud,,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1627,Da Nang,Viet Nam,16.068,108.212,"Đà Nẵng, Vietnam",,,,,,,Đà Nẵng,,,,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1628,Bayan Lepas,Malaysia,5.2948137,100.2595968,"11960 Bayan Lepas (George Town), Penang, Malaysia",,,Bayan Lepas,11960,,,George Town,,,Penang,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1629,Mo i Rana,Norway,66.3110969,14.1386991,"8624 Mo i Rana, Norway",,,Mo i Rana,8624,,,Mo i Rana,Nordland,,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1630,Derby,United Kingdom,52.9212617,-1.4761491,"Derby, DE1 2AA, United Kingdom",,,Derby,DE1 2AA,,,Derby,Derbyshire,DBY,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1631,Semey,Kazakhstan,50.404377,80.2496637,"Semey, Abay Region, Kazakhstan",,,,,,,Semey,,,Abay Region,,Kazakhstan,kz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1632,Constanta,Romania,44.1767161,28.6507598,"Constanța, Romania",,,,,,,Constanța,Constanța,,,,Romania,ro,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1633,Plainsboro,United States,40.3334409,-74.6004341,"Plainsboro Township, NJ, United States of America",,,,,,,Plainsboro Township,Middlesex County,,New Jersey,NJ,United States,us,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1634,Peshawar,Pakistan,34.0123846,71.5787458,"Peshawar City Tehsil, KP, Pakistan",,,,,,,Peshawar City Tehsil,Peshawar District,,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1635,Viborg,Denmark,56.4469128,9.4059354,"8800 Viborg, Denmark",,,Viborg,8800,,,Viborg,,,Central Denmark Region,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1636,Ilishan-Remo,Nigeria,6.898125,3.715965,"Ilishan, OG, Nigeria",,,,,,,Ilishan,Ikenne,,Ogun,OG,Nigeria,ng,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1637,Kyrenia,Cyprus,35.3352654,33.3188405,"Girne (Kyrenia) District, Kyrenia, Cyprus",,,,99300,,Girne (Kyrenia) District,Kyrenia,,,,,Cyprus,cy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1638,Luton,United Kingdom,51.8784385,-0.4152837,"Luton, LU1 2YN, United Kingdom",,,Luton,LU1 2YN,,,Luton,Borough of Luton,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1639,Lincoln,United Kingdom,53.2293545,-0.5404819,"Lincoln, ENG, United Kingdom",,,,,,,Lincoln,Lincolnshire,LIN,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1640,Bondy,France,48.9031,2.48291,"93140 Bondy, France",,,,93140,,,Bondy,Seine-Saint-Denis,,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1641,Oulu,Finland,65.0118734,25.4716809,"Oulu, Mainland Finland, Finland",,,,,,,Oulu,North Ostrobothnia,,Mainland Finland,,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1642,Melrose,United Kingdom,55.5975944,-2.7199682,"Melrose, TD6 9PQ, United Kingdom",,,Melrose,TD6 9PQ,,,Melrose,Scottish Borders,SCB,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1643,Samsun,Turkey,41.2946149,36.3320596,"55030 İlkadım (Samsun), Turkey",,,Samsun,55030,,,Samsun,Samsun,,Black Sea Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1644,Rosario,Argentina,-32.9593609,-60.6617024,"S2000 Rosario, Argentina",,,,S2000,,,Rosario,Departamento Rosario,,Santa Fe,S,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1645,Chelyabinsk,Russian Federation,55.1598408,61.4025547,"Chelyabinsk, Chelyabinsk Oblast, Russia",,,Chelyabinsk,,,,Chelyabinsk,Chelyabinsk,,Chelyabinsk Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1646,Kenmore,United States,47.7596715,-122.2496367,"Kenmore, WA 98028, United States of America",,,,98028,,,Kenmore,King County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1647,Santa Marta,Colombia,11.2320944,-74.1950916,"Santa Marta, MAG, Colombia",,,,,,,Santa Marta,Santa Marta,,Magdalena,MAG,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1648,Carolina,United States,18.3808516,-65.9570244,"Carolina, PR, United States of America",,,,,,,Carolina,,,Puerto Rico,PR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1649,Poulsbo,United States,47.7391366,-122.63928,"Poulsbo, WA, United States of America",,,,,,,Poulsbo,Kitsap County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1650,Wicklow,Ireland,52.98109005,-6.045454598977604,"Wicklow Urban ED, County Wicklow, Ireland",,,,,,Wicklow Urban ED,,County Wicklow,WW,The Municipal District of Wicklow,,Ireland,ie,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1651,Chieveley,United Kingdom,51.46273,-1.3172583,"Chieveley, ENG, United Kingdom",,,,,,,Chieveley,West Berkshire,WBK,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1652,Aligarh,India,27.8815412,78.0690216,"Aligarh - 202001, UP, India",,,Aligarh,202001,,,Aligarh,Koil,,Uttar Pradesh,UP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1653,Gorinchem,Netherlands,51.8296133,4.9738743,"Gorinchem, ZH, Netherlands",,,,,,,Gorinchem,,,South Holland,ZH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1654,Cumming,United States,41.4833235,-93.7624442,"Cumming, IA, United States of America",,,,,,,Cumming,Warren County,,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1655,Ganzhou,China,25.8332103,114.9287362,"Ganzhou, 341000 Jiangxi, China",,,Ganzhou,341000,,,Ganzhou,,,Jiangxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1656,Zhumadian,China,33.0115818,114.0164565,"Zhumadian, Henan, China",,,,,,,Zhumadian,,,Henan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1657,Semnan,Iran,35.5834074,53.3882906,"بخش مرکزی سمنان, Semnan, Semnan Province, Iran",,,,,,بخش مرکزی سمنان,Semnan,Semnan County,,Semnan Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1658,Lavras,Brazil,-21.2425512,-44.9991978,"Lavras, MG, Brazil",,,,,,,Lavras,Região Geográfica Intermediária de Varginha,,Minas Gerais,MG,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1659,Symonston,Australia,-35.3488407,149.1600894,"Symonston, Australia",,,,,Symonston,District of Jerrabomberra,,,,,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1660,Zadar,Croatia,44.1168594,15.2353257,"Zadar, Croatia",,,,,,,Zadar,Zadar County,,,,Croatia,hr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1661,Terre Haute,United States,39.4667025,-87.4139119,"Terre Haute, IN, United States of America",,,,,,,Terre Haute,Vigo County,,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1662,Bedong,Malaysia,5.7275567,100.5094517,"Kuala Muda, Bedong, Kedah, Malaysia",,,Bedong,08100,,Kuala Muda,Bedong,,,Kedah,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1663,Banchiao,Taiwan,23.798532,120.955426,Taiwan,,,Taiwan,,,,,,,,,Taiwan,tw,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1664,Eggenstein-Leopoldshafen,Germany,49.088332,8.4003114,"76344 Eggenstein-Leopoldshafen, Germany",,,,76344,,,Eggenstein-Leopoldshafen,Landkreis Karlsruhe,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1665,Prievidza,Slovakia,48.7718361,18.6234916,"Prievidza, Trenčín, Slovakia",,,,,,,Prievidza,District of Prievidza,,Region of Trenčín,,Slovakia,sk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1666,Duhok,Iraq,36.8542598,42.9924528,"Duhok District, Duhok, Iraqi Kurdistan Region, Iraq",,,Duhok,42001,,Duhok District,Duhok,Duhok Governorate,,Iraqi Kurdistan Region,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1667,Denpasar,Indonesia,-8.6524973,115.2191175,"Dangin Puri (Denpasar) 80244, Bali, Indonesia",,,Denpasar,80244,,,Denpasar,,,Bali,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1668,Bien Hoa,Viet Nam,10.9509538,106.8226134,"Biên Hòa City, Đồng Nai Province, Vietnam",,,,,,,Biên Hòa City,,,Đồng Nai Province,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1669,Golden,Thailand,15.512883,101.301707,Thailand,,,Thailand,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1670,Dhulikhel,Nepal,27.61765575,85.56349552503448,"Dhulikhel, Bagmati Province, Nepal",,,,,,,Dhulikhel,Kavrepalanchok,,Bagmati Province,,Nepal,np,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1671,Tak,Thailand,16.8722576,99.1248355,"Tak, Tak Province 63000, Thailand",,,Tak,63000,,,Tak,,,Tak Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1672,Mahasarakarm,Thailand,15.512883,101.301707,Thailand,,,Thailand,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1673,Dar Es Salaam,Tanzania,-6.8160837,39.2803583,"Dar es-Salaam, Coastal Zone, Tanzania",,,,,,,Dar es-Salaam,,,Coastal Zone,,Tanzania,tz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1674,Ifakara,Tanzania,-8.1321004,36.6848455,"Ifakara Town, Morogoro Region, Tanzania",,,,,,,Ifakara Town,,,Morogoro Region,,Tanzania,tz,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1675,Danville,United States,40.125222,-87.6304614,"Danville, IL, United States of America",,,,,,,Danville,Vermilion County,,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1676,Fukuyama,Japan,34.4857039,133.3623097,"Fukuyama, Japan",,,,,,,Fukuyama,Hiroshima Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1677,Chevy Chase,United States,38.9942121,-77.0771572,"Chevy Chase, MD 20815, United States of America",,,Chevy Chase,20815,,,Chevy Chase,Montgomery County,,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1678,Komotini,Greece,41.1182,25.4035708,"691 32 Komotini, Greece",,,Komotini,691 32,,,Komotini,Rodopi Regional Unit,,Macedonia and Thrace,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1679,Paisley,United Kingdom,55.8455828,-4.4239646,"Paisley, PA1 1DG, United Kingdom",,,Paisley,PA1 1DG,,,Paisley,Renfrewshire,RFW,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1680,Jongno-gu,South Korea,37.5806949,126.9827989,"Jongno-gu, Seoul, South Korea",,,,,,Jongno-gu,Seoul,,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1681,Arau,Malaysia,6.4307281,100.2718795,"Arau, Perlis, Malaysia",,,Arau,,,,Arau,,,Perlis,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1682,Kamloops,Canada,50.6758269,-120.339415,"Kamloops, BC, Canada",,,,,,,Kamloops,Thompson-Nicola Regional District,,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1683,Cergy-Pontoise,France,49.037189,2.076189,"Cergy-Pontoise, Cergy, IDF, France",,,Cergy-Pontoise,,Cergy-Pontoise,,Cergy,Val-d'Oise,,Ile-of-France,IDF,France,fr,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1684,Golden,China,41.6822837,124.275775,"Golden Buddha, 抚金线, Fushun, 113100 Liaoning, China",抚金线,,Golden Buddha,113100,,Fushun County,佟庄子村,Fushun,,Liaoning,,China,cn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1685,Sivakasi,India,9.45083,77.7976686,"Sivakasi - 626123, TN, India",,,Sivakasi,626123,,,Sivakasi,Sivakasi,,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1686,Quchan,Iran,37.105993,58.5108056,"بخش مرکزی شهرستان قوچان, Ghoochan City, Razavi Khorasan, Iran",,,,,,بخش مرکزی شهرستان قوچان,Ghoochan City,Quchan County,,Razavi Khorasan,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1687,Concepcion,Chile,-36.8270795,-73.0502399,"Concepcion, Biobío Region, Chile",,,,,,,Concepcion,Provincia de Concepción,,Biobío Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1688,Yangzhou,China,29.161218,115.3824278,"Yangzhou, Jiangxi, China",,,,,,,Yangzhou,Wuning County,,Jiangxi,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1689,Trang,Thailand,7.5557778,99.6076502,"Trang, Trang Province 92000, Thailand",,,Trang,92000,,,Trang,,,Trang Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1690,Richmond,Australia,-20.7287264,143.1414029,"Richmond QLD 4822, Australia",,,,4822,,,Richmond,,,Queensland,QLD,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1691,Laguna,Philippines,9.3165722,123.3058774,"Laguna, Dumaguete, 6200 Negros Oriental, Philippines",,,Laguna,6200,Looc,Laguna,Dumaguete,,,Negros Oriental,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1692,Nan-Tou,Taiwan,23.034976,120.502872,"Nantou, Nanhua Village, Tainan, Taiwan",,,Nantou,716,Nanhua Village,,Tainan,,,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1693,Pakkret,Thailand,13.91533,100.4946496,"Pakkret, Rama IV Bridge, Pak Kret Subdistrict, Nonthaburi Province 11120, Thailand",Rama IV Bridge,,Pakkret,11120,Pak Kret Subdistrict,,Pak Kret City Municipality,,,Nonthaburi Province,,Thailand,th,0.3888888888888889,0.3888888888888889,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1694,Zigong City,China,29.3419256,104.7761224,"Ziliujin District, Zigong, Sichuan, China",,,Zigong,643000,,Ziliujin District,Zigong,,,Sichuan,,China,cn,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1695,Fukushima,Japan,41.4839424,140.2508772,"Fukushima, Oshima Subprefecture, Japan",,,,,,,Fukushima,Matsumae County,,Oshima Subprefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1696,Akron,United States,41.083064,-81.518485,"Akron, OH, United States of America",,,,,,,Akron,Summit County,,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1697,La Serena,Chile,-29.902631,-71.2520253,"La Serena, Coquimbo Region, Chile",,,,,,,La Serena,Provincia de Elqui,,Coquimbo Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1698,Antofagasta,Chile,-23.6463741,-70.3980033,"Antofagasta, Antofagasta Region, Chile",,,,,,,Antofagasta,Provincia de Antofagasta,,Antofagasta Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1699,Toyoshina,Japan,36.300236,137.900805,"Toyoshina-Daitenjodake Line, Azumino, 399-8281, Japan",Toyoshina-Daitenjodake Line,,Toyoshina,399-8281,,,Azumino,Nagano Prefecture,,,,Japan,jp,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1700,Richmond,Canada,49.163168,-123.137414,"Richmond, BC, Canada",,,,,,,Richmond,Metro Vancouver Regional District,,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1701,Barretos,Brazil,-20.5531437,-48.5697509,"Barretos, SP, Brazil",,,,,,,Barretos,Região Geográfica Intermediária de Ribeirão Preto,,São Paulo,SP,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1702,Ramadi,Iraq,33.4259859,43.2999218,"Al-Ramadi District, Ramadi, Al-Anbar Governorate, Iraq",,,Ramadi,,,Al-Ramadi District,Ramadi,,,Al-Anbar Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1703,Freiberg,Germany,50.9169415,13.3428889,"09599 Freiberg, Germany",,,,09599,,,Freiberg,Mittelsachsen,,Saxony,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1704,Yangsan,South Korea,35.3349979,129.0370582,"Yangsan-si, South Korea",,,,,,,Yangsan-si,South Gyeongsang,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1705,Peradeniya,Sri Lanka,7.2642107,80.5930652,"Peradeniya, Eriyagama, Central Province, Sri Lanka",,,Peradeniya,20400,Peradeniya,,Eriyagama,Kandy District,,Central Province,,Sri Lanka,lk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1706,Sarajevo,Bosnia and Herzegovina,43.8519774,18.3866868,"Željeznička, Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",,,,,Željeznička,Novo Sarajevo Municipality,Sarajevo,Sarajevo Canton,,Federation of Bosnia and Herzegovina,,Bosnia and Herzegovina,ba,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1707,Bellville,South Africa,-33.8837334,18.636870177662715,"Bellville, WC, South Africa",,,Bellville,,,,Bellville,City of Cape Town,,Western Cape,WC,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1708,Babol,Iran,36.5452581,52.6846571,"بخش مرکزی, Babol, Mazandaran Province, Iran",,,,,,بخش مرکزی,Babol,Babol County,,Mazandaran Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1709,Guntur,India,16.2915189,80.4541588,"Guntur - 522001, AP, India",,,Guntur,522001,,,Guntur,Guntur,,Andhra Pradesh,AP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1710,Gyeongju,South Korea,35.8556705,129.2248811,"Gyeongju-si, South Korea",,,,,,,Gyeongju-si,North Gyeongsang,,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1711,Tanta,Egypt,30.7833666,30.9982536,"Tanta, Western, Egypt",,,,,,,Tanta,,,Western,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1712,"Valenzuela, Metro Manila",Philippines,14.6916903,120.9694534,"Valenzuela, Metro Manila, Philippines",,,,,,,Valenzuela,Northern Manila District,,Metro Manila,,Philippines,ph,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1713,Fuyang,China,32.8926763,115.8090001,"Fuyang, Anhui, China",,,,,,,Fuyang,,,Anhui,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1714,Geesthacht,Germany,53.4374683,10.3678235,"21502 Geesthacht, Germany",,,,21502,,,Geesthacht,Herzogtum Lauenburg,,Schleswig-Holstein,SH,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1715,Petaling Jaya,Malaysia,3.0988792,101.6454202,"Petaling, Petaling Jaya, Selangor, Malaysia",,,,,,Petaling,Petaling Jaya,,,Selangor,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1716,Mae Sod,Thailand,13.727164,100.519653,"Soi Sanchao Mae Pla Tapian, Khanna Yao, Bangkok, Thailand",Soi Sanchao Mae Pla Tapian,,,,Khanna Yao,,Bangkok,Sai Mai,,Bangkok,,Thailand,th,0.2857142857142857,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1717,Rahim Yar Kahn,Pakistan,28.41987,70.30345,"Rahim Yar Khan, PB, Pakistan",,,,,,,Rahim Yar Khan,Rahim Yar Khan,,Punjab,PB,Pakistan,pk,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
1718,Baghdad,Iraq,33.3061701,44.3872213,"Baghdad, Baghdad Governorate, Iraq",,,,,,,Baghdad,,,Baghdad Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1719,Tonsberg,Norway,59.3549795,10.282049110877239,"Tønsberg, Norway",,,,,,,Tønsberg,Vestfold,,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1720,Assen,Netherlands,52.9952273,6.560498,"Assen, DR, Netherlands",,,,,,,Assen,,,Drenthe,DR,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1721,Ermelo,Netherlands,52.2858356,5.654938589920705,"Ermelo, GE, Netherlands",,,,,,,Ermelo,,,Gelderland,GE,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1722,Heerhugowaard,Netherlands,52.6631484,4.8326672,"Heerhugowaard, NH, Netherlands",,,,,,,Heerhugowaard,,,North Holland,NH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
